25,25,25,25,25,25,25,25,33,33,33,25,25,25,25,25,25,25,25,25
25,25,25,30,30,25,25,25,0,0,0,25,25,25,25,25,25,25,25,25
25,25,30,30,30,30,25,25,0,0,0,0,0,0,0,0,0,25,25,25
25,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,25,25,25
25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,25
25,27,27,27,27,27,27,25,0,0,0,25,25,25,0,0,0,25,25,25
25,27,27,27,27,27,27,25,0,0,0,25,25,25,0,0,0,0,0,33
25,25,27,27,27,27,25,25,0,0,0,25,25,25,0,0,0,0,0,33
25,25,25,22,22,25,25,25,0,0,0,25,25,25,0,0,0,0,0,33
25,25,25,25,25,25,25,25,0,0,0,25,25,25,25,25,25,25,25,25
24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,25
24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,25
24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,25
25,0,25,25,25,25,25,25,25,25,25,25,25,25,18,0,0,25,25,25
25,0,25,0,0,0,25,0,0,0,25,22,22,25,0,0,18,25,25,25
25,0,25,0,25,0,25,0,25,0,25,22,22,25,18,0,0,25,25,25
25,0,25,0,25,0,25,0,25,0,25,0,25,25,0,0,18,25,25,25
25,0,25,0,25,0,25,0,25,0,25,0,25,25,18,0,0,25,25,25
25,0,0,0,25,0,0,0,25,0,0,0,25,25,0,0,0,25,25,25
25,25,25,25,25,25,25,25,25,25,25,25,25,25,33,33,33,25,25,25
