1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,1
1,31,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
1,31,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1
1,0,0,0,9,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1
1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,1
1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1
1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1
1,0,0,1,0,0,1,11,0,2,0,1,0,1,0,0,1,0,0,1
1,0,0,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,0,1
1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,1
1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,3
1,0,0,0,0,1,0,0,0,0,0,2,7,1,0,0,1,0,0,1
1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1
1,1,1,0,0,4,0,0,0,0,0,0,0,0,0,0,1,1,1,1
1,11,1,0,0,1,0,0,2,0,0,0,0,0,0,0,1,1,11,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
